"","Estimate","p.value","X.var","Y.var"
"1",-0.527,0.0203463673232126,"OTU_30 G_Roseburia","time.since.bfeed"
"2",-0.635,0.00348210491260766,"OTU_58 G_Faecalibacterium","time.since.bfeed"
"3",-0.574,0.0101202778220571,"OTU_948 G_Lachnospira","time.since.bfeed"
