"","Estimate","p.value","X.var","Y.var"
"1",0.429,0.000616441440067243,"OTU_1 G_Bacteroides","MOM_AGE"
"2",-0.511,3.02845330485021e-05,"OTU_2 G_Prevotella","MOM_AGE"
"3",0.335,0.00880465136112259,"OTU_1 G_Bacteroides","HAZ"
"4",-0.262,0.0434632855208488,"OTU_2 G_Prevotella","HAZ"
