"","Estimate","p.value","X.var","Y.var"
"1",-0.744,0.034115956487084,"OTU_101 F_Lachnospiraceae","IL-1b_PAM"
"2",-0.73,0.0395815630217287,"OTU_59 G_Bacteroides","IL-1b_PAM"
"3",-0.793,0.0187831790750152,"OTU_101 F_Lachnospiraceae","IL-6_PAM"
"4",-0.794,0.0186622018555513,"OTU_59 G_Bacteroides","IL-6_PAM"
