"","Estimate","p.value","X.var","Y.var"
"1",-0.355,0.0228103309572546,"OTU_1555 G_Prevotella","MOM_AGE"
"2",-0.351,0.0245790852106248,"OTU_1969 G_Prevotella","MOM_AGE"
